Date,Index Reference Period,Consumer Price Index,Food and non-alcoholic beverages,"Alcoholic Beverages, Tobacco, and Narcotics",Clothing and footwear,"Housing, Water, Electricity, Gas and Other Fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services
01-Dec-2012,2007A,262.7926525,293.2621424,211.6904657,287.5584765,186.4127446,246.465647,242.6792683,232.9985136,178.3961835,260.4747889,237.653167,276.8991127,246.255811
01-Jan-2013,2007A,270.443388,299.4871471,214.5672458,299.8516246,194.8349389,267.2099362,256.2318392,233.9627206,178.554285,275.6008275,237.6741324,289.1331745,258.7167178
01-Feb-2013,2007A,281.7475105,307.588911,218.9596247,315.1075241,196.5506103,290.6375448,272.3184546,259.1996028,181.2673013,322.1053194,237.8781186,308.4649951,283.5767912
01-Mar-2013,2007A,287.6368045,315.4624667,223.611303,325.4419534,198.0435545,295.1254027,277.7246552,260.23023,181.3212189,334.9598169,239.9858335,311.5490284,289.273672
01-Apr-2013,2007A,290.5924523,316.1452319,224.5986166,331.6674494,199.8792849,307.5425191,290.6470398,264.8839273,186.2006564,333.0402152,251.6484926,319.5702621,294.4673403
01-May-2013,2007A,290.3551752,315.7038068,224.8443213,334.3373168,201.6540989,312.0897079,291.8750154,253.4241778,186.7171595,337.0034017,251.8658592,323.4323345,296.848044
01-Jun-2013,2007A,294.8119458,319.2943802,225.7200612,336.702111,202.0144154,320.3140642,295.255373,261.601977,187.7642618,356.2512326,253.540282,331.3389792,313.6572097
01-Jul-2013,2007A,305.8480242,333.2318157,225.7200612,341.3400125,206.6879043,328.2933483,298.1401397,276.7949431,189.4031579,377.2685425,261.4033605,335.9140652,318.8232553
01-Aug-2013,2007A,315.7298438,348.6714782,226.987886,348.6607493,208.3101207,332.4724179,310.9943218,281.0791087,189.5037891,377.206176,270.5334855,340.2008644,319.8396713
01-Sep-2013,2007A,330.191597,357.1911076,260.4389677,370.6152031,219.8093067,352.9771746,320.2789088,315.377159,198.4502394,394.6264551,299.5485319,370.5524164,347.3873913
01-Oct-2013,2007A,358.5076711,368.6416466,285.4326758,399.6568104,230.3959144,389.6447029,338.8174059,475.4556305,209.298807,426.5477849,324.051315,390.762329,392.8508336
01-Nov-2013,2007A,368.8310989,375.2022237,297.763029,415.2136248,241.0576003,415.3952176,341.3353609,498.7951868,214.7196617,432.0233926,330.2744328,399.2954639,401.7421119
01-Dec-2013,2007A,372.91041,377.9895604,306.734141,427.8412119,241.4076574,420.9658547,343.7837361,501.8224191,216.7297612,454.2012974,331.0832406,427.0631281,404.9512346
01-Jan-2014,2007A,381.1128908,376.679245,313.0241675,469.1567221,244.8804305,466.8355933,370.105488,515.8667132,232.1488499,470.1714073,338.4098599,446.821829,429.1072598
01-Feb-2014,2007A,386.0388295,380.5571441,313.0241675,475.6827158,246.8012271,466.5643628,382.0788482,528.9541401,233.0137167,499.5264763,339.6649789,460.3112103,433.2218344
01-Mar-2014,2007A,390.1959237,382.2457152,313.0241675,479.9129211,245.1020206,470.6400715,383.3825684,550.5926186,233.2812346,503.2275333,344.4016779,461.0143814,470.593735
01-Apr-2014,2007A,400.2320575,396.4093277,323.2156526,487.7255188,246.8485073,472.5347687,384.0254178,553.5116694,283.6357202,506.5932561,352.8611215,472.4101017,474.1377453
01-May-2014,2007A,409.983001,413.7827113,323.2040976,490.5809147,247.5340593,473.8033958,385.5293742,554.7143783,285.0366501,508.8412352,353.8801321,472.4196926,475.364309
01-Jun-2014,2007A,428.3205615,442.5541921,325.9714013,496.9531326,248.8738236,493.0702685,400.1273782,556.7109286,286.157877,512.3961145,382.2878274,474.0816836,478.3315967
01-Jul-2014,2007A,448.854286,471.4143052,328.4723826,567.6964144,250.8995581,500.769615,403.491596,565.1250008,287.3369504,516.6171091,383.6591388,477.1826019,488.5043333
01-Aug-2014,2007A,462.2417156,494.4530918,330.0573093,571.3809827,254.6334057,504.0874176,404.7200234,565.5368595,287.4214977,522.086697,384.4221186,479.2852335,489.6313529
01-Sep-2014,2007A,459.5122909,482.2045589,334.4026549,574.5982333,258.5733368,504.5330469,405.4103149,580.2030917,289.5547707,597.4447824,385.2194617,480.7700399,489.1565167
01-Oct-2014,2007A,459.7548738,482.225097,337.7438007,574.9312397,259.0969474,503.9440133,406.0240859,580.3916768,289.915418,598.3391684,385.2194617,484.2760618,490.4087713
01-Nov-2014,2007A,463.2284007,481.6833332,345.0556881,575.3633145,260.5747503,505.5734944,406.2744886,596.252253,290.6841286,600.3546773,445.8217818,487.3349647,500.7130874
01-Dec-2014,2007A,468.6279488,482.0730119,349.1256775,587.174555,283.5233308,506.6236633,406.9098995,601.4711136,290.7201176,635.4089926,445.8217818,488.9743686,502.4979747
01-Jan-2015,2007A,472.5200233,468.0771937,361.5068135,621.6411835,292.3555285,549.9684177,432.1488995,636.7027821,291.4377262,648.0127512,476.0342602,516.5403149,520.8465884
01-Feb-2015,2007A,474.6987813,468.3772458,362.2297493,632.9149031,292.585795,551.7183636,433.7477098,637.2539097,297.3531284,693.0783812,476.113013,522.2952596,522.9727197
01-Mar-2015,2007A,480.6606467,477.3029437,363.6166935,636.6694045,293.5757996,554.7092925,436.6054535,638.5530517,297.8589129,693.905713,489.9970493,526.7455794,525.7870586
01-Apr-2015,2007A,485.0865293,482.4923362,363.6166935,639.1119561,295.2101614,551.3349419,437.0785192,640.1694325,359.0704357,701.525069,490.2256148,531.9917114,530.3286277
01-May-2015,2007A,491.0059264,491.7817758,374.4692034,644.7520565,296.4423077,551.7945597,437.6225095,642.4667873,359.1112463,701.7306905,493.0739382,538.8286013,531.6663239
01-Jun-2015,2007A,506.5250789,515.5849991,383.7152858,654.3113282,299.7313076,558.1962745,441.4778584,646.9568715,369.6282372,704.3560763,508.3106167,553.3609083,536.9037424
01-Jul-2015,2007A,512.1100912,519.5678799,383.9282609,676.6754457,301.2089025,562.3978742,444.8019384,658.1819572,371.7100357,728.1279482,514.8150286,559.6394962,541.1646876
01-Aug-2015,2007A,514.5345854,521.0323132,435.3280481,688.0554003,301.3893747,564.4402243,446.7105372,658.8869091,373.6663815,728.2608436,515.0394802,575.8282887,545.9825642
01-Sep-2015,2007A,521.817508,523.0962688,437.360528,704.4253358,324.4876092,574.8483525,447.2927898,664.2124606,375.2787881,764.1507699,515.7709227,577.7083162,550.0972447
01-Oct-2015,2007A,521.2271312,516.0595048,441.8505435,706.6678681,326.0904464,577.3383972,447.2927898,682.2747579,435.8517527,764.2066013,515.7709227,578.98558,552.2107383
01-Nov-2015,2007A,522.5407419,514.6159229,442.5734792,726.7221809,328.2090948,577.6977159,447.7010889,690.7647489,443.2991499,764.1313087,515.7785285,578.98558,552.2782491
01-Dec-2015,2007A,527.5887679,519.928432,450.7735531,728.3699996,328.8488644,578.6733344,449.2049511,713.7293856,443.3209472,764.1336174,515.7815708,578.98558,552.9658595
01-Jan-2016,2007A,531.3063475,514.4795823,457.6628232,742.3339134,331.5822657,603.8516449,454.3900063,719.5569977,459.1193494,772.381898,534.1302138,628.1858489,598.7471279
01-Feb-2016,2007A,536.1379362,509.2735469,470.6077753,759.7674559,345.2930887,626.7967393,472.8102391,745.5654723,475.6378911,779.4129088,534.9294123,644.4293806,599.0803282
01-Mar-2016,2007A,536.8950421,505.2957411,470.6077753,763.2792312,346.1954865,628.65787,478.7288394,756.7023339,481.2655005,792.2884791,563.4118334,646.3059333,609.0339611
01-Apr-2016,2007A,547.4131045,520.0191626,470.7605494,767.9046127,347.2382286,631.9964279,481.4239148,758.4251586,482.2597931,875.3677547,557.2790479,647.762853,618.2561593
01-May-2016,2007A,559.6629628,539.0012826,477.462368,774.9457755,348.5219077,639.4748918,486.5431234,758.5033784,484.9964406,889.4972137,567.1324133,653.7965751,630.6953891
01-Jun-2016,2007A,579.009749,561.4040006,478.7437574,808.0957516,350.2316522,649.6629531,491.7381148,759.9687955,498.0135782,902.617267,711.7826337,663.5839274,638.7112689
01-Jul-2016,2007A,596.5887805,582.0752215,496.2126038,815.3361415,353.4259087,652.7796327,519.063489,805.1962485,498.639784,898.3179668,737.5718881,675.7868177,661.2802981
01-Aug-2016,2007A,607.9159638,596.4735461,543.1836413,820.4840816,353.6525651,655.8557569,523.4676057,817.7003919,521.61765,943.9139221,740.4499406,676.915697,673.590711
01-Sep-2016,2007A,617.4015931,603.51,559.35,835.71,370.4,670.73,528.75,829.33,521.62,944.05,756.36,676.94,677.63
01-Oct-2016,2007A,623.3915088,610.9565592,560.5916731,842.8845215,372.2989976,670.9781477,530.6313401,839.1210189,529.1190763,946.5134036,757.0907785,688.0501313,683.1608063
01-Nov-2016,2007A,676.6205454,649.2088009,604.7569739,878.786134,387.1055733,736.4161634,739.1962701,1039.148911,544.9465877,1016.625696,770.9945374,786.1139945,731.6797109
01-Dec-2016,2007A,688.3686412,658.4724691,616.0484199,892.2487281,388.8019857,748.9639114,744.3085295,1083.923563,548.0882153,1022.63491,775.4558373,814.0366064,744.31124
01-Jan-2017,2007A,705.914929,656.5972461,618.2437608,899.8406652,391.3509852,760.1547869,766.913737,1243.454897,548.1571659,1053.467637,775.909681,880.2734703,794.4712393
01-Feb-2017,2007A,715.9241648,669.5111847,621.9280266,908.6047317,394.5326554,772.0488771,793.975515,1245.049971,568.4641056,1068.538254,775.9167275,883.808722,807.0176041
01-Mar-2017,2007A,723.0758561,680.0445951,621.9893858,912.6324446,397.6347166,777.1913539,803.5464476,1245.637125,571.0144909,1069.993609,779.3764422,885.5303807,816.5927856
01-Apr-2017,2007A,737.9820487,706.1013541,624.0673621,915.1385569,399.446171,780.2204728,804.6486999,1245.991736,574.5130816,1070.281982,779.3780491,901.5871873,819.0509551
01-May-2017,2007A,758.4583486,740.9152855,624.0673621,917.6873839,405.6934049,785.6269667,806.8864892,1246.331075,575.6783928,1084.145499,779.510008,912.5290312,821.435883
01-Jun-2017,2007A,767.9344431,751.8817519,624.9646891,943.8249786,407.6048084,791.1489991,808.4227979,1260.57716,575.7934387,1088.123236,779.9656982,931.2775474,825.3364482
01-Jul-2017,2007A,800.7792485,802.537224,629.9623344,972.4159324,409.204678,806.3501325,812.5327107,1265.998161,576.5504746,1182.445516,784.1419253,936.4389792,848.7894031
01-Aug-2017,2007A,818.292408,829.6428408,632.2889787,979.7399893,411.0640375,813.9463534,837.919304,1269.127651,581.5851014,1189.224779,784.2276274,981.1392518,859.5062451
01-Sep-2017,2007A,834.2932222,853.579968,642.223049,986.0740392,414.5022713,822.80875,849.0091884,1270.447694,581.776735,1191.592268,784.4136187,1020.717001,886.587739
01-Oct-2017,2007A,829.601831,835.2397093,642.223049,990.0378984,436.2136502,827.4461222,855.6654565,1270.944422,586.3699727,1240.960168,784.4136187,1023.266122,890.1466162
01-Nov-2017,2007A,844.1500904,853.0448134,645.1386002,995.9698947,442.7103292,845.4678197,866.1610623,1273.941109,592.613295,1245.885711,785.1138649,1103.833729,900.6026463
01-Dec-2017,2007A,861.5014374,867.2845461,646.152966,1001.797757,449.3871984,861.6699871,867.8844304,1325.717885,599.9289668,1364.5455,789.1285967,1105.442975,910.0072342
01-Jan-2018,2007A,1075.575496,1025.679599,693.5825471,1146.220205,474.4294854,1294.667838,1241.791017,2048.151429,750.5624704,1756.371639,829.8413132,1427.258804,1156.460709
01-Feb-2018,2007A,1104.989165,1058.34661,784.5450562,1169.534224,474.7122334,1321.645194,1265.667257,2074.587681,891.9961135,1820.83121,830.1050614,1473.322744,1204.989374
01-Mar-2018,2007A,1125.12989,1089.385246,817.1335626,1177.659425,475.1945301,1333.391516,1268.227121,2087.710429,894.941343,1824.396189,830.1954538,1486.260121,1232.03911
01-Apr-2018,2007A,1163.411811,1135.186241,819.8788164,1200.802712,478.9352202,1361.31149,1275.14915,2187.945755,895.496295,1868.688862,830.2077105,1506.494583,1257.01904
01-May-2018,2007A,1220.613525,1222.211532,831.779081,1260.177704,482.381975,1399.912502,1285.185653,2226.874735,916.5234461,1880.999664,836.2666021,1517.706798,1289.905772
01-Jun-2018,2007A,1258.313418,1271.298632,831.7820207,1430.551138,482.381975,1400.713485,1286.088025,2226.874735,916.5234461,1887.519933,961.6326047,1517.706798,1304.720478
01-Jul-2018,2007A,1312.797913,1371.965551,840.7788384,1456.535426,482.381975,1400.713485,1286.088025,2226.874735,916.5234461,1887.669028,961.6326047,1517.706798,1304.720478
01-Aug-2018,2007A,1365.05349,1448.082785,854.0039963,1533.548586,495.6295737,1423.263047,1300.373765,2231.715183,932.2753138,2032.316261,961.7194837,1541.897843,1320.307323
01-Sep-2018,2007A,1406.938123,1491.285494,858.8140943,1567.102871,533.4641027,1470.279685,1304.230884,2240.935779,943.3270027,2046.467733,961.7403834,1827.568335,1363.126798
01-Oct-2018,2007A,1397.381924,1472.432407,836.5729022,1583.191385,535.3650853,1483.909664,1306.070196,2202.628202,949.0974761,2066.354592,961.7403834,1842.09163,1398.904654
01-Nov-2018,2007A,1426.034167,1518.449469,836.8005838,1590.517023,540.1846285,1488.193496,1310.971086,2202.750847,949.1025537,2176.574476,961.8107967,1855.452578,1406.160949
01-Dec-2018,2007A,1489.840736,1623.610868,889.9001364,1602.135742,550.6714025,1505.721814,1322.260444,2203.983617,949.4167337,2180.816382,961.8107967,1996.812406,1447.854377
01-Jan-2019,2007A,1542.95927,1655.043178,1011.41772,1835.615965,582.1754339,1672.520312,1381.942193,2214.650027,975.8119952,2223.883515,991.8621583,2063.849985,1595.969503
01-Feb-2019,2007A,1594.431531,1714.965958,1041.331532,1880.477422,595.0140371,1712.592154,1396.110421,2220.469754,1423.474245,2284.192139,992.496416,2164.079949,1644.117831
01-Mar-2019,2007A,1635.954544,1760.723015,1045.9343,1906.60696,604.5958944,1891.840999,1421.99784,2224.921631,1043.773122,2320.581759,1023.245171,2382.616127,1701.853178
01-Apr-2019,2007A,1681.776722,1841.720071,1066.138775,1911.086746,609.2946042,1908.77166,1431.916034,2234.729571,1046.387659,2322.410849,1023.2588,2362.933079,1711.525452
01-May-2019,2007A,1769.315987,1930.440739,1067.927166,2588.086488,618.3240375,1979.724546,1447.700439,2257.324642,1055.953208,2339.91152,1040.468997,2363.660204,1735.234319
01-Jun-2019,2007A,1859.545313,2039.010819,1390.766413,2763.088225,629.802898,2036.198945,1464.47504,2277.303154,1045.100934,2429.62169,1409.148194,2417.89076,1820.29238
01-Jul-2019,2007A,2003.2222,2244.42741,1444.515413,2856.97804,639.8252811,2133.408941,1532.497523,2332.476856,1067.559426,2992.504072,1414.198439,2485.09251,1914.275368
01-Aug-2019,2007A,2090.33163,2344.792513,1647.716884,2923.382808,661.8602626,2228.037398,1548.536146,2363.4974,1086.084791,3579.774889,1414.316255,2541.693611,2012.544993
01-Sep-2019,2007A,2160.061513,2400.240769,1673.073081,2922.824338,769.217787,2368.636435,1568.16773,2424.867781,1100.353775,3865.447451,1414.316255,2605.046165,2089.958754
01-Oct-2019,2007A,2203.65988,2455.179922,1722.95132,2946.628235,772.7533147,2395.578317,1592.039967,2441.194046,1113.755896,4012.132484,1414.316255,2654.233455,2263.595692
01-Nov-2019,2007A,2291.198775,2582.769242,1745.217918,2988.621167,788.2754409,2433.551972,1603.829326,2540.752537,1155.135355,4016.51097,1414.442828,2708.510781,2368.18849
01-Dec-2019,2007A,2339.210054,2651.026066,1756.12741,3033.502156,803.8208924,2465.151999,1616.362815,2546.301095,1171.134763,4045.841015,1414.51604,2770.529818,2463.733176
01-Jan-2020,2007A,2534.8,2776.1,1811.8,3286.6,830,2825.1,1667.3,3210.9,1318.8,4681,1423.5,3096,2805.2
01-Feb-2020,2007A,2732.189451,3020.533631,1916.001576,3538.914212,881.8662446,2949.21515,1679.825368,3410.958001,1332.565539,5507.913349,1423.606187,3139.269301,2943.478742
01-Mar-2020,2007A,1635.954544,1760.723015,1045.9343,1906.60696,604.5958944,1891.840999,1421.99784,2224.921631,1043.773122,2320.581759,1023.245171,2382.616127,1701.853178
01-Apr-2020,2007A,1681.776722,1841.720071,1066.138775,1911.086746,609.2946042,1908.77166,1431.916034,2234.729571,1046.387659,2322.410849,1023.2588,2362.933079,1711.525452
01-May-2020,2007A,3790.386185,4410.148905,2454.017023,4936.751906,1104.436678,3587.040093,1998.355724,5065.612596,2199.077959,5603.973584,1424.033179,3805.041325,3242.09201
01-Jun-2020,2007A,4395.266573,4851.671635,2583.787294,5784.076611,1178.100651,4061.72824,2181.05614,6528.559077,2301.584058,11512.81449,1424.04383,4061.102466,4238.761701
01-Jul-2020,2007A,4883.466774,5307.346647,2637.801001,6165.29167,1225.107401,4340.866214,2293.578911,8544.108384,2442.868074,12437.50553,1424.499015,4335.882088,4439.864448
01-Aug-2020,2007A,5577.553845,5775.330642,3110.637351,7192.149527,1254.402573,5123.745932,2516.351494,11199.07591,2584.457537,15365.51524,1443.566497,5528.981351,5203.255053
01-Sep-2020,2007A,6745.757028,6615.161975,3538.242526,7797.361912,2434.423913,5695.755611,2772.694753,16531.59504,2644.695767,15572.08261,1452.574606,6439.796074,5708.845738
01-Oct-2020,2007A,7268.705992,7231.209276,4332.64933,8573.486027,2510.171927,6034.4724,3247.0317,16723.65634,3128.513242,17121.50989,1453.546316,7417.613615,7115.573684
01-Nov-2020,2007A,8118.594988,7829.234128,4440.455265,8971.745948,2584.784956,6372.941889,3292.023914,22264.62491,3171.316794,17601.79426,1515.923199,7510.618341,7233.873501
01-Dec-2020,2007A,8639.49695,8124.496186,5087.224771,9184.885446,2675.271151,6643.707758,3475.708526,25556.53704,3226.951119,17859.204,1516.875823,8458.268643,7790.967369
01-Jan-2021,2007A,10248.91029,9668.176052,6096.423649,10562.75588,3123.501669,8483.98613,4741.985642,29128.01701,3969.812462,19879.27076,4233.266338,10589.60404,9449.010166
01-Feb-2021,2007A,11769.66705,10934.07029,6381.399933,11417.31907,3586.054508,9711.157942,5039.552807,35804.63107,4084.891353,21982.58747,5046.554667,11262.78948,10007.14859
01-Mar-2021,2007A,13127.74075,11717.46658,6831.363749,13876.04879,3951.11817,11381.80811,5945.873646,41265.86404,6508.478684,24336.22905,5074.876601,13911.07261,11699.09401
